,Accn,Super.Group,Organism_Taxonomic_ID,Organism.Name,SIN1,RICTOR,RAPTOR,TOR,LST8,Class.name,Phylum.name,Order.name,Family.name,Genus.name,Source,C.score,Frag.score,SIN1All,SIN1Domain,RICTORAll,RICTORDomain,RAPTORAll,RAPTORDomain,LST8All,LST8Domain,TORAll,TORDomain,M.Strategy
198,GCA_000151265.1,Chlorophyta,564608,Micromonas pusilla CCMP1545,NA,NA,H,H,H,Mamiellophyceae,Chlorophyta,Mamiellales,Mamiellaceae,Micromonas,NCBI,96.77,1.38,NA,NA,NA,NA,1274.1,1273.8,444.7,444.5,1612.6,1612.3,Autotrophic
199,GCA_002220235.1,Chlorophyta,41875,Bathycoccus prasinos,NA,NA,H,H,H,Mamiellophyceae,Chlorophyta,Mamiellales,Bathycoccaceae,Bathycoccus,NCBI,96.51,0.92,NA,NA,NA,NA,1204.6,1204.6,425.9,425.6,1502.1,1501.3,Autotrophic
200,GCA_014080715.1,Chlorophyta,2650976,Scenedesmus sp. NREL 46B-D3,NA,NA,H,H,H,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Scenedesmus,NCBI,93.15,2.17,NA,NA,NA,NA,1166.5,1166.2,466.2,465.9,737.6,736.5,Autotrophic
201,GCA_014905635.1,Chlorophyta,2742167,Scenedesmus sp. PABB004,NA,NA,H,H,H,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Scenedesmus,NCBI,90.19,0.46,NA,NA,NA,NA,1196.3,1195.9,328.6,328.3,1465.8,1464.6,Autotrophic
202,GCA_015473125.1,Chlorophyta,41880,Pycnococcus provasolii,NA,NA,H,H,H,NA,Chlorophyta,NA,Pycnococcaceae,Pycnococcus,NCBI,85.98,0.92,NA,NA,NA,NA,1080,1077.6,435.7,435.5,1453.4,1453.1,Autotrophic
203,GCA_020887355.1,Chlorophyta,2315456,Coccomyxa sp. Obi,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,98.75,0.2,NA,NA,NA,NA,1235,1234.7,452.8,452.5,1699,1698.6,Autotrophic
204,GCA_023343905.1,Chlorophyta,3077,Chlorella vulgaris,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,NCBI,98.95,0.26,NA,NA,NA,NA,1225.8,1225.4,471.5,471.2,1624.3,1624,Autotrophic
205,GCA_025026875.1,Chlorophyta,2649997,Chlorella ohadii,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,NCBI,95.39,1.32,NA,NA,NA,NA,1139.7,981.9,470.4,470.2,1480.3,1479.2,Autotrophic
206,GCA_025209345.1,Chlorophyta,2696299,Picochlorum sp. BPE23,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,NA,NA,Picochlorum,NCBI,95.26,0.59,NA,NA,NA,NA,1144.9,1144.6,446.3,446.1,1529.8,1529.6,Autotrophic
207,GCA_030267485.1,Chlorophyta,330485,Pleodorina starrii,NA,NA,H,H,H,Chlorophyceae,Chlorophyta,Chlamydomonadales,Volvocaceae,Pleodorina,NCBI,97.3,0.26,NA,NA,NA,NA,1249.7,1249.2,458.9,458.6,1694.5,1694.1,Autotrophic
208,GCA_030272585.1,Chlorophyta,3041901,Bryopsis sp. KO-2023,NA,NA,H,H,H,Ulvophyceae,Chlorophyta,Bryopsidales,Bryopsidaceae,Bryopsis,NCBI,95.33,0.33,NA,NA,NA,NA,1042.4,1041.6,383.3,383,1225.2,1224.9,Autotrophic
209,GCA_031763795.1,Chlorophyta,3111,Prototheca wickerhamii,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Prototheca,NCBI,77.88,3.55,NA,NA,NA,NA,1035.9,1030.5,456.8,456.5,1560.1,1559.9,Autotrophic
210,GCA_034226045.1,Chlorophyta,1470871,Picochlorum sp. SENEW3,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,NA,NA,Picochlorum,NCBI,25.54,0.33,NA,NA,NA,NA,1146.8,1146.5,396.9,396.5,1530.5,1530.2,Autotrophic
211,GCA_040144375.1,Chlorophyta,2026836,Apatococcus fuscideae,NA,NA,H,H,L,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Apatococcus,NCBI,75.77,2.5,NA,NA,NA,NA,1064,1063.7,109.8,100.5,882.4,882.3,Autotrophic
212,GCA_040144405.1,Chlorophyta,706552,Symbiochloris irregularis,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Symbiochloris,NCBI,91.05,1.45,NA,NA,NA,NA,1184.5,1183.7,432.2,431.9,837.3,835.5,Autotrophic
213,GCA_040182555.1,Chlorophyta,248742,Coccomyxa subellipsoidea,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,95.46,0.99,NA,NA,NA,NA,1241.6,1240.8,455.1,454.8,1692.4,1692.1,Autotrophic
214,GCA_040206735.1,Chlorophyta,2905653,Trebouxia sp. C0004,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,96.51,0.66,NA,NA,NA,NA,1319.5,1319.2,370.4,370.1,1706.4,1706.1,Autotrophic
215,GCA_040206745.1,Chlorophyta,2905655,Trebouxia sp. C0006,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,94.34,1.91,NA,NA,NA,NA,1316.6,1316.2,371.2,370.9,1711.6,1711.3,Autotrophic
216,GCA_040206755.1,Chlorophyta,2905654,Trebouxia sp. C0005,NA,NA,H,H,M,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,93.22,1.97,NA,NA,NA,NA,1190.4,768.8,340.6,209.6,1155.1,1154.8,Autotrophic
217,GCA_040746505.1,Chlorophyta,2578422,Sanguina aurantia,NA,NA,H,H,H,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Sanguina,NCBI,88.08,1.51,NA,NA,NA,NA,1266.7,1266.3,454.6,454.3,1603.5,1603.2,Autotrophic
218,GCA_045269255.1,Chlorophyta,3373144,Trebouxia sp. C0009 RCD-2024,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,93.22,1.45,NA,NA,NA,NA,520.3,519.9,311.5,311.3,1693,1692.7,Autotrophic
219,GCA_045269315.1,Chlorophyta,3373145,Trebouxia sp. C0010 RCD-2024,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,92.69,2.7,NA,NA,NA,NA,1319.3,1319,455.2,455,1167.4,1167.2,Autotrophic
220,GCA_963575595.1,Chlorophyta,1274662,Coccomyxa viridis,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,96.51,0.86,NA,NA,NA,NA,1258.8,1258.5,442.6,442.4,1706.4,1706.1,Autotrophic
221,GCA_964261555.1,Chlorophyta,1965095,Coccomyxa elongata,NA,NA,H,H,H,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,98.09,0.33,NA,NA,NA,NA,1242,1241.7,450.7,450.4,1701.1,1700.8,Autotrophic
222,Euggra1,Discoba,3039,Euglena gracilis,NA,NA,H,H,L,Euglenida,Euglenozoa,Euglenales,Euglenaceae,Euglena,JGI,30.6,12.5,NA,NA,NA,NA,926,544,139.8,105.8,434.1,431.4,Mixotroph
223,Giaint1,Metamonada,184922,Giardia lamblia ATCC 50803,NA,NA,H,H,M,NA,Fornicata,Diplomonadida,Hexamitidae,Giardia,JGI,23.5,5.1,NA,NA,NA,NA,867,866.8,195.8,195.5,931.1,930.8,Parasite
224,Trivag1,Metamonada,412133,Trichomonas vaginalis G3,NA,M,H,H,M,NA,Parabasalia,Trichomonadida,Trichomonadidae,Trichomonas,JGI,52.2,6.7,NA,NA,354.2,253.6,507.1,502.4,212.1,212,715.6,715.4,Parasite
225,Trybru1,Discoba,185431,Trypanosoma brucei brucei TREU927,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,JGI,NA,NA,NA,NA,752.5,751.9,714.6,711.9,311.7,311.4,937.8,937.1,Parasite
226,GCA_000002435.2,Metamonada,5741,Giardia intestinalis,NA,H,H,H,M,NA,Fornicata,Diplomonadida,Hexamitidae,Giardia,NCBI,23.92,5.88,NA,NA,1181.6,1181.3,867,866.8,194.4,194.2,933.7,933.4,Parasite
227,GCA_000182405.1,Metamonada,598745,Giardia intestinalis ATCC 50581,NA,H,H,H,M,NA,Fornicata,Diplomonadida,Hexamitidae,Giardia,NCBI,23.53,6.67,NA,NA,975.4,975.1,662.2,661.8,186.6,186.5,917.5,917.2,Parasite
228,GCA_000182665.1,Metamonada,658858,Giardia lamblia P15,NA,H,H,H,M,NA,Fornicata,Diplomonadida,Hexamitidae,Giardia,NCBI,23.92,6.27,NA,NA,1066.1,1065.8,764.8,764.6,194.8,194.6,927.6,927.3,Parasite
229,GCA_000497125.2,Metamonada,348837,Spironucleus salmonicida,NA,NA,M,H,NA,NA,Fornicata,Diplomonadida,Hexamitidae,Spironucleus,NCBI,18.82,7.06,NA,NA,NA,NA,185.9,184.2,NA,NA,619.7,619.3,Parasite
230,GCA_001543975.1,Metamonada,1394984,Giardia intestinalis assemblage B,NA,H,H,H,M,NA,Fornicata,Diplomonadida,Hexamitidae,Giardia,NCBI,23.14,6.67,NA,NA,971.9,971.5,663,662.7,186.5,186.3,901.5,835.8,Parasite
231,GCA_001643675.2,Metamonada,2049356,Monocercomonoides exilis,NA,NA,H,H,L,NA,Preaxostyla,Oxymonadida,Polymastigidae,Monocercomonoides,NCBI,59.61,5.1,NA,NA,NA,NA,607.6,591.9,148,147.8,790.2,789.5,Heterotroph
232,GCA_001839685.2,Metamonada,1144522,Tritrichomonas foetus,NA,M,H,H,M,NA,Parabasalia,Tritrichomonadida,Tritrichomonadidae,Tritrichomonas,NCBI,50.59,4.71,NA,NA,304.1,221.9,487.4,486.8,205.6,205.3,691.9,691.6,Parasite
233,GCA_003568945.1,Metamonada,797122,Kipferlia bialata,NA,L,M,H,L,NA,Fornicata,NA,NA,Kipferlia,NCBI,18.82,21.96,NA,NA,116.1,104.3,269.3,269,120,119.7,793.3,792.7,Parasite
234,GCA_006247105.1,Metamonada,5742,Giardia muris,NA,H,M,H,L,NA,Fornicata,Diplomonadida,Hexamitidae,Giardia,NCBI,22.35,7.06,NA,NA,324.5,318.9,319.4,291.9,110.6,110.3,808.7,808.2,Parasite
235,GCA_008636045.1,Metamonada,222440,Streblomastix strix,NA,NA,H,H,L,NA,Preaxostyla,Oxymonadida,Streblomastigidae,Streblomastix,NCBI,38.04,18.04,NA,NA,NA,NA,411.7,403.8,126.4,125.8,526.3,519.2,Heterotroph
236,GCA_019828565.1,Metamonada,201153,Carpediemonas membranifera,NA,H,H,H,M,NA,Fornicata,NA,NA,Carpediemonas,NCBI,48.63,11.37,NA,NA,495.1,494.5,599.4,562.4,236.2,235.9,1138.4,1138,Heterotroph
237,GCA_020184695.1,Metamonada,135588,Histomonas meleagridis,NA,M,M,H,M,NA,Parabasalia,Tritrichomonadida,Dientamoebidae,Histomonas,NCBI,46.67,9.8,NA,NA,299.2,222.6,295.9,295.6,191,190.8,669.6,667.7,Parasite
238,GCA_024181965.1,Metamonada,2918883,Aduncisulcus paluster,NA,NA,M,H,L,NA,Fornicata,NA,NA,Aduncisulcus,NCBI,31.37,11.37,NA,NA,NA,NA,227.8,227.8,142.5,139.9,565.8,565.4,Heterotroph
239,GCA_027625915.1,Metamonada,1746091,Anaeramoeba flamelloides,L,H,H,H,H,NA,NA,NA,Anaeramoebidae,Anaeramoeba,NCBI,79.61,3.14,123.6,123.1,739.7,739.1,1107.3,1105.2,364.6,364.4,1289.2,1288.9,Heterotroph
240,GCA_027972325.1,Metamonada,342808,Paratrimastix pyriformis,NA,NA,H,H,H,NA,Preaxostyla,NA,Paratrimastigidae,Paratrimastix,NCBI,62.35,6.67,NA,NA,NA,NA,348.1,343.6,372.2,371.9,707.3,706.9,Heterotroph
241,GCA_028826165.1,Metamonada,1746090,Anaeramoeba ignava,L,H,H,H,H,NA,NA,NA,Anaeramoebidae,Anaeramoeba,NCBI,77.25,2.75,133.4,132.9,766.7,766.3,1066.9,1066.4,403.3,403,1199.3,1199,Heterotroph
242,GCA_033064195.1,Metamonada,2049346,Blattamonas nauphoetae,NA,L,H,H,L,NA,Preaxostyla,Oxymonadida,NA,Blattamonas,NCBI,52.94,9.02,NA,NA,126,107.2,536.5,536.5,142.4,142.2,692.8,692.8,Heterotroph
243,GCA_039105265.1,Metamonada,1915356,Tritrichomonas musculus,NA,M,H,H,M,NA,Parabasalia,Tritrichomonadida,Tritrichomonadidae,Tritrichomonas,NCBI,54.51,7.06,NA,NA,294.6,231.9,455.7,453.5,198.9,198.8,691.9,691.5,Heterotroph
244,GCA_040285745.1,Metamonada,2654837,Barthelona sp. PCE,NA,M,H,H,M,NA,NA,NA,NA,Barthelona,NCBI,40.78,7.45,NA,NA,299.9,296,490.3,488.5,197.1,196.7,875.6,874.6,Heterotroph
245,GCA_963988835.2,Metamonada,28002,Hexamita inflata,NA,NA,M,H,L,NA,Fornicata,Diplomonadida,Hexamitidae,Hexamita,NCBI,24.71,5.88,NA,NA,NA,NA,203.1,202.6,173.7,123.6,801.4,800.5,Heterotroph
246,GCA_000002725.2,Discoba,347515,Leishmania major strain Friedlin,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,100,0,NA,NA,811.1,810.8,1005.6,1005.2,309.7,309.3,1010.7,1010.4,Parasite
247,GCA_000002845.2,Discoba,420245,Leishmania braziliensis MHOM/BR/75/M2904,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,96.92,1.54,NA,NA,722.6,722,881.1,880.7,303.8,303.4,1001.1,1000.8,Parasite
248,GCA_000002875.2,Discoba,435258,Leishmania infantum JPCM5,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,100,0,NA,NA,780,779.7,957.4,957.1,306.2,305.8,1014.8,1014.6,Parasite
249,GCA_000004985.1,Discoba,5762,Naegleria gruberi,NA,M,H,H,H,NA,Heterolobosea,NA,Vahlkampfiidae,Naegleria,NCBI,77.65,10.2,NA,NA,299.9,299.9,1357.7,1357.2,331.7,331.5,1633.1,1632.8,Heterotroph
250,GCA_000188675.2,Discoba,5693,Trypanosoma cruzi,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,93.08,4.62,NA,NA,566.4,565.9,753.1,749.3,288.2,287.8,963.7,963.4,Parasite
251,GCA_000210295.1,Discoba,679716,Trypanosoma brucei gambiense DAL972,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,98.46,1.54,NA,NA,752.7,752.1,712.1,707.9,312.1,311.9,941.5,940.6,Parasite
252,GCA_000227135.2,Discoba,5661,Leishmania donovani,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,99.23,0,NA,NA,780.8,780.5,957.8,957.5,306.3,305.9,1016.9,1016.7,Parasite
253,GCA_000234665.4,Discoba,929439,Leishmania mexicana MHOM/GT/2001/U1103,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,99.23,0.77,NA,NA,760.3,760,935.3,934.9,308,307.5,1018.4,1018,Parasite
254,GCA_000300495.1,Discoba,85056,Trypanosoma cruzi marinkellei,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,98.46,0.77,NA,NA,574.8,574.3,752.7,747,288.3,287.7,961.2,960.5,Parasite
255,GCA_000442495.1,Discoba,28005,Strigomonas culicis,NA,NA,H,H,NA,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Strigomonas,NCBI,73.08,20,NA,NA,NA,NA,448.2,447.9,NA,NA,774.3,774,Parasite
256,GCA_000442575.2,Discoba,59799,Angomonas deanei,NA,M,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Angomonas,NCBI,79.23,16.92,NA,NA,237.8,237.5,648.2,647.9,268.4,268,950.2,949.9,Parasite
257,GCA_000492115.1,Discoba,429131,Trypanosoma rangeli SC58,NA,H,H,H,NA,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,94.62,3.85,NA,NA,595.5,594.8,740.4,739.8,NA,NA,937,936.4,Parasite
258,GCA_000496795.1,Discoba,1416333,Trypanosoma cruzi Dm28c,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,90.77,8.46,NA,NA,565,564.5,748.8,745.9,287.7,287.3,963.2,962.9,Parasite
259,GCA_000582765.1,Discoba,479712,Phytomonas sp. EM1,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Phytomonas,NCBI,90,9.23,NA,NA,514.4,511.8,511,510.7,234.7,233.9,944.5,944,Parasite
260,GCA_000691245.1,Discoba,71804,Trypanosoma grayi,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,95.38,3.85,NA,NA,597.8,597.2,738.5,731.6,289.1,288.7,965.9,964.9,Parasite
261,GCA_000755165.1,Discoba,5679,Leishmania panamensis,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,100,0,NA,NA,723.3,722.8,884.6,884.1,305,304.6,999.2,998.9,Parasite
262,GCA_000982615.1,Discoba,223615,Phytomonas sp. Hart1,NA,L,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Phytomonas,NCBI,80,19.23,NA,NA,105.8,105.7,628.2,573.1,248.3,247.5,953.2,953.2,Parasite
263,GCA_001235845.1,Discoba,1314962,Perkinsela sp. CCAP 1560/4,NA,NA,NA,H,NA,Kinetoplastea,Euglenozoa,NA,Ichthyobodonidae,Perkinsela,NCBI,65.38,6.92,NA,NA,NA,NA,NA,NA,NA,NA,746.9,746.6,Parasite
264,GCA_001293395.1,Discoba,157538,Leptomonas pyrrhocoris,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leptomonas,NCBI,100,0,NA,NA,643.4,642.8,774.9,774.4,279.3,278.6,1018,1018,Parasite
265,GCA_001299535.1,Discoba,5684,Leptomonas seymouri,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leptomonas,NCBI,99.23,0.77,NA,NA,676.3,675.8,783.7,783.2,290.4,289.8,1008.9,1008.5,Parasite
266,GCA_001457755.2,Discoba,5694,Trypanosoma equiperdum,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,94.62,0,NA,NA,752.5,751.9,715,712.3,311.7,311.4,936.5,935.7,Parasite
267,GCA_001460835.1,Discoba,75058,Bodo saltans,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Eubodonida,Bodonidae,Bodo,NCBI,89.23,8.46,NA,NA,344.5,336.9,532.6,525.1,262.6,262.4,966.7,966.2,Heterotroph
268,GCA_002087225.1,Discoba,67003,Trypanosoma theileri,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,99.23,0.77,NA,NA,608.5,607.9,711.5,707.2,291.3,290.8,957.8,956.5,Parasite
269,GCA_002219105.2,Discoba,85057,Trypanosoma cruzi cruzi,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,100,0,NA,NA,565,564.5,751,748.1,287.7,287.3,961.2,960.8,Parasite
270,GCA_003324165.2,Discoba,51637,Naegleria lovaniensis,NA,H,H,H,H,NA,Heterolobosea,NA,Vahlkampfiidae,Naegleria,NCBI,86.27,4.71,NA,NA,376.7,375.9,1357.2,1356.8,339.7,339.5,1662.3,1662,Heterotroph
271,GCA_003543875.1,Discoba,630700,Trypanosoma brucei equiperdum,NA,H,NA,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,76.15,4.62,NA,NA,752.5,751.9,NA,NA,310.8,310.6,940.9,940,Parasite
272,GCA_003719475.1,Discoba,5698,Trypanosoma rangeli,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,96.15,3.85,NA,NA,596.7,596.1,736.4,735.3,286.1,285.6,721.4,721.1,Parasite
273,GCA_003719485.1,Discoba,83891,Trypanosoma conorhini,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,97.69,1.54,NA,NA,603.1,602.6,744.5,744,280,279.5,966.2,965.9,Parasite
274,GCA_008403515.1,Discoba,5763,Naegleria fowleri,NA,H,H,H,L,NA,Heterolobosea,NA,Vahlkampfiidae,Naegleria,NCBI,85.88,3.14,NA,NA,422,419.9,1360.5,1360.1,118.1,107.5,1662.9,1662.6,Heterotroph
275,GCA_009731335.1,Discoba,5689,Leishmania tarentolae,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,98.46,0.77,NA,NA,743.6,743.1,875.7,875.2,307.5,306.9,1008.8,1008.6,Parasite
276,GCA_017916305.1,Discoba,5663,Leishmania enriettii,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,98.46,0,NA,NA,715.9,712.4,832.3,831.8,307.9,307.5,987.4,987.1,Parasite
277,GCA_017916325.1,Discoba,1580590,Leishmania martiniquensis,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,100,0,NA,NA,716.9,714.9,810.3,809.8,308.8,308.4,1003.8,1003.5,Parasite
278,GCA_017916335.1,Discoba,2249476,Leishmania orientalis,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,99.23,0.77,NA,NA,721.4,716.9,837.2,836.7,308.8,308.3,998.8,998.5,Parasite
279,GCA_017918215.1,Discoba,2803181,Leishmania sp. Ghana 2012 LV757,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,96.92,0,NA,NA,721.1,716.8,834.8,834.4,308.2,307.8,998.5,998.2,Parasite
280,GCA_017918225.1,Discoba,2802991,Leishmania sp. Namibia,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,99.23,0,NA,NA,713.6,711.1,836.8,836.3,304.8,304.2,997.8,997.6,Parasite
281,GCA_017918235.1,Discoba,2761500,Porcisia hertigi,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Porcisia,NCBI,98.46,0,NA,NA,694.7,694.2,784.2,783.8,299.1,298.4,995.2,994.6,Parasite
282,GCA_019188245.1,Discoba,1808958,Novymonas esmeraldas,NA,NA,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Novymonas,NCBI,96.15,0,NA,NA,NA,NA,781.3,780.6,290,289.5,1008.1,1008.1,Parasite
283,GCA_019425475.1,Discoba,5699,Trypanosoma vivax,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,91.54,0.77,NA,NA,614.5,613.4,653.7,651.8,288.1,287.5,922.3,921.9,Parasite
284,GCA_022059095.1,Discoba,715481,Trypanosoma melophagium,NA,H,H,H,M,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Trypanosoma,NCBI,100,0,NA,NA,618.5,617.9,730.2,727.6,178.9,178.6,973.7,972.8,Parasite
285,GCA_024505685.1,Discoba,5660,Leishmania braziliensis,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,93.08,2.31,NA,NA,722.6,722,881.2,880.7,303.7,303.3,1002.5,1002.3,Parasite
286,GCA_026419775.2,Discoba,1008807,Acrasis kona,NA,H,H,H,H,NA,Heterolobosea,NA,Acrasidae,Acrasis,NCBI,85.49,6.67,NA,NA,488.1,487.8,538.7,538.5,360.4,360.1,854.9,854.6,Heterotroph
287,GCA_030068145.1,Discoba,91374,Diplonema papillatum,NA,H,H,H,H,Diplonemea,Euglenozoa,NA,Diplonemidae,Diplonema,NCBI,39.23,9.23,NA,NA,593.7,592.2,800.4,692.6,344.5,344.2,1192,1191.7,Heterotroph
288,GCA_040363505.1,Discoba,653362,Leishmania utingensis,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,97.69,0.77,NA,NA,721.6,721,882.9,882.4,305.2,304.8,1002.8,1002.6,Parasite
289,GCA_040363515.1,Discoba,5680,Leishmania shawi,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,96.92,0.77,NA,NA,721.6,721.1,884.6,884.1,304.2,303.8,999.3,999,Parasite
290,GCA_040363635.1,Discoba,5678,Leishmania naiffi,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,95.38,1.54,NA,NA,727.1,726.5,788.2,787.8,304.3,303.9,1000.6,1000.3,Parasite
291,GCA_040363675.1,Discoba,651832,Leishmania lindenbergi,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,96.15,0.77,NA,NA,717.2,716.2,883.3,882.8,305.4,305,999.2,998.9,Parasite
292,GCA_900500625.2,Discoba,5671,Leishmania infantum,NA,H,H,H,H,Kinetoplastea,Euglenozoa,Trypanosomatida,Trypanosomatidae,Leishmania,NCBI,100,0,NA,NA,780,779.7,957.4,957.1,306.2,305.8,1015.1,1014.8,Parasite
293,Retfil1,Rhizaria,46433,Reticulomyxa filosa,NA,M,M,H,M,NA,Foraminifera,NA,Reticulomyxidae,Reticulomyxa,JGI,36.9,27.8,NA,NA,299.9,299.5,230.3,230.1,296.5,296.4,1254,1253.6,Heterotroph
294,Bigna1,Rhizaria,753081,Bigelowiella natans CCMP2755,NA,H,H,H,H,Chlorarachniophyceae,Cercozoa,NA,NA,Bigelowiella,JGI,72.9,12.2,NA,NA,413.3,411.9,415.2,414.9,423.8,423.6,1391.1,1389.6,Mixotroph
295,GCA_001049375.1,Rhizaria,37360,Plasmodiophora brassicae,NA,H,H,M,L,Phytomyxea,Endomyxa,Plasmodiophorida,Plasmodiophoridae,Plasmodiophora,NCBI,88.63,3.92,NA,NA,488.3,343.5,1158.5,1154,354.5,354.2,1560.5,1560.2,Heterotroph
296,GCA_039583845.1,Rhizaria,2184066,Marteilia pararefringens,NA,NA,NA,L,NA,Ascetosporea,Endomyxa,Paramyxida,Marteiliidae,Marteilia,NCBI,21.18,12.94,NA,NA,NA,NA,NA,NA,NA,NA,368.4,368,Parasite
