"","hit_id","query_id","hit_eval","hit_bitscore","hit_description","accn","Taxid","Species.name","Phylum.name","Group.name","Kingdom.name","Super.Group","M.Strategy","TORC2_Presence"
"1788","CAD8087136.1","Mass_AKT_Aligned",1.1e-19,78.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1789","CAD8079454.1","Mass_AKT_Aligned",1.5e-19,78.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1790","CAD8087162.1","Mass_AKT_Aligned",3.1e-19,77.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1791","CAD8103607.1","Mass_AKT_Aligned",6.8e-19,76,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1792","CAD8097310.1","Mass_AKT_Aligned",1.4e-18,74.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1793","CAD8081257.1","Mass_AKT_Aligned",4.1e-18,73.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1794","CAD8121603.1","Mass_AKT_Aligned",7e-18,72.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1795","CAD8068612.1","Mass_AKT_Aligned",1.7e-17,71.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1796","CAD8083587.1","Mass_AKT_Aligned",1.9e-17,71.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1797","CAD8096742.1","Mass_AKT_Aligned",2.7e-17,70.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1798","CAD8121679.1","Mass_AKT_Aligned",4e-17,70.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1799","CAD8121453.1","Mass_AKT_Aligned",4.3e-17,70,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1800","CAD8081233.1","Mass_AKT_Aligned",5e-17,69.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1801","CAD8091416.1","Mass_AKT_Aligned",1.3e-16,68.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1802","CAD8122566.1","Mass_AKT_Aligned",2.4e-16,67.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1803","CAD8089513.1","Mass_AKT_Aligned",8.8e-16,65.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1804","CAD8114434.1","Mass_AKT_Aligned",1.2e-15,65.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1805","CAD8114639.1","Mass_AKT_Aligned",1.5e-15,64.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1806","CAD8120859.1","Mass_AKT_Aligned",2.2e-15,64.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1807","CAD8066902.1","Mass_AKT_Aligned",3.2e-15,63.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1808","CAD8064542.1","Mass_AKT_Aligned",5.5e-15,63,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1809","CAD8106739.1","Mass_AKT_Aligned",9.6e-15,62.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1810","CAD8080198.1","Mass_AKT_Aligned",1.5e-14,61.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1811","CAD8081615.1","Mass_AKT_Aligned",2.5e-14,60.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1812","CAD8058685.1","Mass_AKT_Aligned",3.6e-14,60.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1813","CAD8086084.1","Mass_AKT_Aligned",9.3e-14,58.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1814","CAD8119862.1","Mass_AKT_Aligned",1.1e-13,58.7,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1815","CAD8076164.1","Mass_AKT_Aligned",1.3e-13,58.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1816","CAD8060562.1","Mass_AKT_Aligned",1.6e-13,58.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1817","CAD8096045.1","Mass_AKT_Aligned",1.6e-13,58.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1818","CAD8084782.1","Mass_AKT_Aligned",4.8e-13,56.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1819","CAD8073691.1","Mass_AKT_Aligned",6.8e-13,56,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1820","CAD8078736.1","Mass_AKT_Aligned",7.8e-13,55.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1821","CAD8115763.1","Mass_AKT_Aligned",1.9e-12,54.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1822","CAD8070128.1","Mass_AKT_Aligned",3.8e-12,53.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1823","CAD8052442.1","Mass_AKT_Aligned",1.6e-11,51.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1824","CAD8074674.1","Mass_AKT_Aligned",2.1e-11,51.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1825","CAD8048231.1","Mass_AKT_Aligned",2.5e-11,50.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1826","CAD8067759.1","Mass_AKT_Aligned",3.8e-11,50.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1827","CAD8125704.1","Mass_AKT_Aligned",6.4e-11,49.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1828","CAD8125305.1","Mass_AKT_Aligned",9.7e-11,48.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1829","CAD8094443.1","Mass_AKT_Aligned",1.9e-10,47.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1830","CAD8093247.1","Mass_AKT_Aligned",2.3e-10,47.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1831","CAD8063828.1","Mass_AKT_Aligned",6.1e-10,46.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1832","CAD8052820.1","Mass_AKT_Aligned",7.4e-10,45.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1833","CAD8081046.1","Mass_AKT_Aligned",1.7e-09,44.7,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1834","CAD8100127.1","Mass_AKT_Aligned",3e-09,43.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1835","CAD8054936.1","Mass_AKT_Aligned",3e-09,43.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1836","CAD8094960.1","Mass_AKT_Aligned",8.3e-09,42.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1837","CAD8097997.1","Mass_AKT_Aligned",8.7e-09,42.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1838","CAD8048717.1","Mass_AKT_Aligned",1.2e-08,41.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1839","CAD8122349.1","Mass_AKT_Aligned",1.5e-08,41.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1840","CAD8082349.1","Mass_AKT_Aligned",1.6e-08,41.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1841","CAD8109577.1","Mass_AKT_Aligned",1.7e-08,41.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1842","CAD8128813.1","Mass_AKT_Aligned",1.8e-08,41.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1843","CAD8052001.1","Mass_AKT_Aligned",2.8e-08,40.7,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1844","CAD8050664.1","Mass_AKT_Aligned",3.4e-08,40.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1845","CAD8059589.1","Mass_AKT_Aligned",7.7e-08,39.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1846","CAD8097849.1","Mass_AKT_Aligned",1.2e-07,38.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1847","CAD8087354.1","Mass_AKT_Aligned",2.3e-07,37.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1848","CAD8117212.1","Mass_AKT_Aligned",2.4e-07,37.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1849","CAD8101270.1","Mass_AKT_Aligned",8.2e-07,35.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1850","CAD8090381.1","Mass_AKT_Aligned",1.6e-06,34.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1851","CAD8093814.1","Mass_AKT_Aligned",2.2e-06,34.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1852","CAD8068504.1","Mass_AKT_Aligned",2.8e-06,34.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1853","CAD8120025.1","Mass_AKT_Aligned",3.9e-06,33.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1854","CAD8125558.1","Mass_AKT_Aligned",4.2e-06,33.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1855","CAD8071877.1","Mass_AKT_Aligned",6.2e-06,32.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1856","CAD8094297.1","Mass_AKT_Aligned",7.5e-06,32.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1857","CAD8113326.1","Mass_AKT_Aligned",1.2e-05,31.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1858","CAD8054762.1","Mass_AKT_Aligned",3.8e-05,30.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1859","CAD8121760.1","Mass_AKT_Aligned",4.8e-05,30,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1860","CAD8064631.1","Mass_AKT_Aligned",6.5e-05,29.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1861","CAD8086133.1","Mass_AKT_Aligned",6.8e-05,29.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1862","CAD8053387.1","Mass_AKT_Aligned",7.5e-05,29.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1863","CAD8073745.1","Mass_AKT_Aligned",8.2e-05,29.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1864","CAD8065224.1","Mass_AKT_Aligned",1e-04,28.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1865","CAD8106129.1","Mass_AKT_Aligned",0.00018,28.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1866","CAD8062350.1","Mass_AKT_Aligned",0.00018,28.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1867","CAD8103193.1","Mass_AKT_Aligned",0.00019,28,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1868","CAD8107299.1","Mass_AKT_Aligned",0.00046,26.7,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1869","CAD8061338.1","Mass_AKT_Aligned",0.00078,25.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1870","CAD8084743.1","Mass_AKT_Aligned",0.0015,25,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1871","CAD8123203.1","Mass_AKT_Aligned",0.0017,24.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1872","CAD8096091.1","Mass_AKT_Aligned",0.0017,24.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1873","CAD8109445.1","Mass_AKT_Aligned",0.0025,24.2,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1874","CAD8107343.1","Mass_AKT_Aligned",0.0049,23.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1875","CAD8093153.1","Mass_AKT_Aligned",0.019,21.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1876","CAD8111543.1","Mass_AKT_Aligned",0.025,20.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1877","CAD8109369.1","Mass_AKT_Aligned",0.026,20.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1878","CAD8094868.1","Mass_AKT_Aligned",0.03,20.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1879","CAD8104574.1","Mass_AKT_Aligned",0.045,20.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1880","CAD8072721.1","Mass_AKT_Aligned",0.051,19.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1881","CAD8057521.1","Mass_AKT_Aligned",0.051,19.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1882","CAD8049966.1","Mass_AKT_Aligned",0.053,19.8,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1883","CAD8058490.1","Mass_AKT_Aligned",0.067,19.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1884","CAD8077023.1","Mass_AKT_Aligned",0.075,19.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1885","CAD8121470.1","Mass_AKT_Aligned",0.075,19.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1886","CAD8065965.1","Mass_AKT_Aligned",0.086,19.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1887","CAD8048824.1","Mass_AKT_Aligned",0.087,19.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1888","CAD8119762.1","Mass_AKT_Aligned",0.09,19.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1889","CAD8089401.1","Mass_AKT_Aligned",0.13,18.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1890","CAD8086221.1","Mass_AKT_Aligned",0.14,18.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1891","CAD8100794.1","Mass_AKT_Aligned",0.7,16.1,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1892","CAD8084997.1","Mass_AKT_Aligned",1.1,15.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1893","CAD8119642.1","Mass_AKT_Aligned",1.5,15,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1894","CAD8045463.1","Mass_AKT_Aligned",2,14.6,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1895","CAD8100205.1","Mass_AKT_Aligned",2.2,14.5,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1896","CAD8100213.1","Mass_AKT_Aligned",3.2,13.9,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1897","CAD8055713.1","Mass_AKT_Aligned",4.4,13.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1898","CAD8124399.1","Mass_AKT_Aligned",4.4,13.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1899","CAD8060354.1","Mass_AKT_Aligned",4.7,13.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1900","CAD8123427.1","Mass_AKT_Aligned",9.5,12.4,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1901","CAD8109773.1","Mass_AKT_Aligned",9.9,12.3,"unnamed protein product [Paramecium sonn","GCA_905182985.1",65129,"Paramecium sonneborni","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1902","CAD8157276.1","Mass_AKT_Aligned",3.4e-63,222.9,"unnamed protein product [Paramecium octa","GCA_905182995.1",43137,"Paramecium octaurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1903","CAD8201166.1","Mass_AKT_Aligned",1.2e-62,221.1,"unnamed protein product [Paramecium octa","GCA_905182995.1",43137,"Paramecium octaurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1904","CAD8140095.1","Mass_AKT_Aligned",8.6e-62,218.2,"unnamed protein product [Paramecium octa","GCA_905182995.1",43137,"Paramecium octaurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
"1905","CAD8135176.1","Mass_AKT_Aligned",1.2e-61,217.8,"unnamed protein product [Paramecium octa","GCA_905182995.1",43137,"Paramecium octaurelia","Ciliophora","ciliates",NA,"Alveolata","Heterotroph","TORC2 Expected"
