"accn","bitscore","evalue","gapopen","hit_description","length","mismatch","name","pident","qend","qseqid","qstart","selected","send","shared name","Species name","sstart","Super.Group","Taxid","TORC2_Presence"
"GCA_026401375.1","674","7.869999999999998E-247","2","hypothetical protein ATCC90586_001420 [P","384","42","KAJ0410791.1","87.8","380","TMW65074.1","1","true","383","KAJ0410791.1","Pythium insidiosum","1","Stramenopiles","114742","TORC2 Expected"
"GCA_026401395.1","674","7.869999999999998E-247","2","hypothetical protein P43SY_000396 [Pythi","384","42","KAJ0406212.1","87.8","380","TMW65074.1","1","true","383","KAJ0406212.1","Pythium insidiosum","1","Stramenopiles","114742","TORC2 Expected"
"GCA_964200215.2","879","0.0","0","unnamed protein product, partial [Hetero","445","0","CAM9916316.1","100.0","445","CAM9916316.1","1","true","445","CAM9916316.1","NA","1","NA",,"NA"
"GCA_009733025.1","226","3.12E-68","7","RAC family serine/threonine-protein kina","299","142","KAE9155568.1","44.8","471","KAJ1461131.1","174","true","383","KAE9155568.1","Phytophthora fragariae","107","Stramenopiles","53985","TORC2 Expected"
"GCA_009733005.1","226","3.12E-68","7","RAC family serine/threonine-protein kina","299","142","KAE9139515.1","44.8","471","KAJ1461131.1","174","true","383","KAE9139515.1","Phytophthora fragariae","107","Stramenopiles","53985","TORC2 Expected"
"GCA_021527805.1","907","0.0","5","hypothetical protein AeNC1_007279 [Aphan","548","64","KAH9190742.1","83.9","545","VFT99964.1","1","true","527","KAH9190742.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_016880985.1","730","1.6900000000000002E-266","1","RAC family serine/threonine-protein kina","458","75","KAG3245571.1","83.4","457","TDH71047.1","1","true","458","KAG3245571.1","Phytophthora idaei","1","Stramenopiles","53986","TORC2 Expected"
"GCA_016880175.1","730","1.6900000000000002E-266","1","RAC family serine/threonine-protein kina","458","75","KAG3156762.1","83.4","457","TDH71047.1","1","true","458","KAG3156762.1","Phytophthora idaei","1","Stramenopiles","53986","TORC2 Expected"
"GCA_016865095.1","730","1.6900000000000002E-266","1","RAC family serine/threonine-protein kina","458","75","KAG3111198.1","83.4","457","TDH71047.1","1","true","458","KAG3111198.1","Phytophthora idaei","1","Stramenopiles","53986","TORC2 Expected"
"GCA_005966545.1","1031","0.0","4","hypothetical protein Poli38472_002569 [Pyt","755","232","TMW63628.1","68.1","791","VFT89108.1","45","true","818","TMW63628.1","Pythium oligandrum","65","Stramenopiles","41045","TORC2 Expected"
"GCA_021527745.1","1311","0.0","6","hypothetical protein AeRB84_017240 [Apha","792","114","KAH9138456.1","84.2","791","VFT89108.1","3","true","790","KAH9138456.1","Aphanomyces euteiches","7","Stramenopiles","100861","TORC2 Expected"
"GCA_021527685.1","1311","0.0","6","hypothetical protein Ae201684P_002427 [A","792","114","KAH9070055.1","84.2","791","VFT89108.1","3","true","790","KAH9070055.1","Aphanomyces euteiches","7","Stramenopiles","100861","TORC2 Expected"
"GCA_009835175.1","1311","0.0","6","hypothetical protein Ae201684_008204 [Ap","792","114","KAF0735289.1","84.2","791","VFT89108.1","3","true","790","KAF0735289.1","Aphanomyces euteiches","7","Stramenopiles","100861","TORC2 Expected"
"GCA_021527805.1","1308","0.0","6","hypothetical protein AeNC1_009254 [Aphan","792","115","KAH9188767.1","84.1","791","VFT89108.1","3","true","790","KAH9188767.1","Aphanomyces euteiches","7","Stramenopiles","100861","TORC2 Expected"
"GCA_021527785.1","1308","0.0","6","hypothetical protein LEN26_005249 [Aphan","792","115","KAH9141130.1","84.1","791","VFT89108.1","3","true","790","KAH9141130.1","Aphanomyces euteiches","7","Stramenopiles","100861","TORC2 Expected"
"GCA_021527665.1","1308","0.0","6","hypothetical protein AeMF1_012352 [Aphan","792","115","KAH9113445.1","84.1","791","VFT89108.1","3","true","790","KAH9113445.1","Aphanomyces euteiches","7","Stramenopiles","100861","TORC2 Expected"
"GCA_019828595.1","1305","0.0","6","hypothetical protein AC1031_005999 [Apha","792","118","KAG9403354.1","83.7","791","VFT89108.1","3","true","790","KAG9403354.1","Aphanomyces cochlioides","7","Stramenopiles","112091","TORC2 Expected"
"GCA_026225685.1","1425","0.0","3","hypothetical protein PInf_021900 [Phytop","801","69","KAI9988475.1","90.8","814","RAW38905.1","14","true","796","KAI9988475.1","Phytophthora infestans","1","Stramenopiles","4787","TORC2 Expected"
"GCA_000142945.1","1429","0.0","4","protein kinase, putative [Phytophthora inf","814","72","EEY70440.1","90.0","814","RAW38905.1","1","true","805","EEY70440.1","Phytophthora infestans","1","Stramenopiles","403677","TORC2 Expected"
"GCA_000365525.1","450","3.7599999999999996E-153","3","AGC protein kinase, variant [Phytophthora","400","161","ETO86041.1","57.5","472","KAJ1409964.1","81","true","535","ETO86041.1","Phytophthora nicotianae","137","Stramenopiles","1317066","TORC2 Expected"
"GCA_027925865.1","447","3.949999999999999E-152","8","TPA: hypothetical protein N0F65_004920, pa","492","225","DAZ98483.1","48.8","545","KAG5180123.1","59","true","513","DAZ98483.1","Lagenidium giganteum","44","Stramenopiles","4803","TORC2 Expected"
"GCA_017506865.1","238","2.0299999999999997E-72","6","putative protein kinase [Tribonema minus","293","134","KAG5180123.1","44.7","406","KAH8070990.1","124","true","506","KAG5180123.1","Tribonema minus","232","Stramenopiles","303371","TORC2 Expected"
"GCA_017506865.1","453","2.89E-153","3","kinase-like domain-containing protein [T","407","159","KAG5178312.1","56.3","468","KAJ1409964.1","81","true","585","KAG5178312.1","Tribonema minus","179","Stramenopiles","303371","TORC2 Expected"
"GCA_964200425.2","447","4.34E-152","3","unnamed protein product [Chrysoparadoxa","397","157","CAM9606506.1","56.7","468","KAJ1409964.1","87","true","489","CAM9606506.1","NA","93","NA",,"NA"
"GCA_000520115.1","1358","0.0","6","AGC/PKG protein kinase [Aphanomyces invada","790","85","ETW07003.1","87.2","791","VFT89108.1","11","true","797","ETW07003.1","Aphanomyces invadans","15","Stramenopiles","157072","TORC2 Expected"
"GCA_001029375.2","1034","0.0","4","hypothetical protein PINS_up006311 [Pythiu","754","232","GLD97621.1","68.2","791","VFT89108.1","45","true","814","GLD97621.1","Pythium insidiosum","62","Stramenopiles","114742","TORC2 Expected"
"GCA_030267725.1","1554","0.0","1","unnamed protein product [Phytophthora lili","814","23","GMF12802.1","97.1","813","XP_009519521.1","1","true","814","GMF12802.1","Phytophthora lilii","1","Stramenopiles","2077276","TORC2 Expected"
"GCA_026401375.1","1036","0.0","4","hypothetical protein ATCC90586_001984 [P","754","230","KAJ0407956.1","68.4","791","VFT89108.1","45","true","812","KAJ0407956.1","Pythium insidiosum","60","Stramenopiles","114742","TORC2 Expected"
"GCA_026401395.1","1036","0.0","4","hypothetical protein P43SY_005543 [Pythi","754","230","KAJ0404585.1","68.4","791","VFT89108.1","45","true","812","KAJ0404585.1","Pythium insidiosum","60","Stramenopiles","114742","TORC2 Expected"
"GCA_020800235.2","1578","0.0","0","hypothetical protein KRP22_001049 [Phyto","809","0","KAL4176094.1","100.0","809","KAL4176094.1","1","true","809","KAL4176094.1","Phytophthora ramorum","1","Stramenopiles","164328","TORC2 Expected"
"GCA_046862035.1","1578","0.0","0","hypothetical protein PRIC2_000999 [Phyto","809","0","KAL4137479.1","100.0","809","KAL4176094.1","1","true","809","KAL4137479.1","Phytophthora ramorum","1","Stramenopiles","164328","TORC2 Expected"
"GCA_020800215.1","1578","0.0","0","cGMP-dependent protein kinase egl-4 [Phy","809","0","KAH7477124.1","100.0","809","KAL4176094.1","1","true","809","KAH7477124.1","Phytophthora ramorum","1","Stramenopiles","164328","TORC2 Expected"
"GCA_000142945.1","1579","0.0","0","cGMP-dependent protein kinase, putative [P","810","5","EEY57266.1","99.4","810","KAI9997626.1","1","true","810","EEY57266.1","Phytophthora infestans","1","Stramenopiles","403677","TORC2 Expected"
"GCA_046861995.1","1575","0.0","0","hypothetical protein PRNP1_000978 [Phyto","809","1","KAL4160409.1","99.9","809","KAL4176094.1","1","true","809","KAL4160409.1","Phytophthora ramorum","1","Stramenopiles","164328","TORC2 Expected"
"GCA_964200205.2","451","9.009999999999999E-153","7","unnamed protein product [Ectocarpus fasc","548","246","CAM9583625.1","44.7","500","KAH8056023.1","1","true","661","CAM9583625.1","NA","123","NA",,"NA"
"GCA_003719455.1","688","5.71E-254","0","putative protein kinase A catalytic subuni","337","3","RNF16887.1","99.1","337","XP_809454.1","1","true","337","RNF16887.1","Trypanosoma cruzi","1","Discoba","5693","TORC2 Expected"
"GCA_003177105.1","688","5.71E-254","0","protein kinase A catalytic subunit 3 [Tryp","337","3","PWV01625.1","99.1","337","XP_809454.1","1","true","337","PWV01625.1","Trypanosoma cruzi","1","Discoba","5693","TORC2 Expected"
"GCA_002219105.2","688","5.71E-254","0","protein kinase A catalytic subunit (PKAC3)","337","3","PBJ70366.1","99.1","337","XP_809454.1","1","true","337","PBJ70366.1","Trypanosoma cruzi","1","Discoba","85057","TORC2 Expected"
"GCA_015033625.1","688","5.71E-254","0","cAMP-dependent protein kinase catalytic","337","3","KAF8282000.1","99.1","337","XP_809454.1","1","true","337","KAF8282000.1","Trypanosoma cruzi","1","Discoba","5693","TORC2 Expected"
"GCA_000496795.1","688","5.71E-254","0","protein kinase A catalytic subunit [Trypan","337","3","ESS66169.1","99.1","337","XP_809454.1","1","true","337","ESS66169.1","Trypanosoma cruzi","1","Discoba","1416333","TORC2 Expected"
"GCA_000188675.2","688","5.71E-254","0","protein kinase A catalytic subunit, putati","337","3","EKG02707.1","99.1","337","XP_809454.1","1","true","337","EKG02707.1","Trypanosoma cruzi","1","Discoba","5693","TORC2 Expected"
"GCA_003177095.1","686","3.2999999999999995E-253","0","protein kinase A catalytic subunit 3 [Tryp","337","4","PWV21382.1","98.8","337","XP_809454.1","1","true","337","PWV21382.1","Trypanosoma cruzi","1","Discoba","5693","TORC2 Expected"
"GCA_015033655.1","686","3.2999999999999995E-253","0","cAMP-dependent protein kinase catalytic","337","4","KAF8292466.1","98.8","337","XP_809454.1","1","true","337","KAF8292466.1","Trypanosoma cruzi","1","Discoba","5693","TORC2 Expected"
"GCA_013358655.1","686","3.2999999999999995E-253","0","cAMP-dependent protein kinase catalytic","337","4","KAF5225807.1","98.8","337","XP_809454.1","1","true","337","KAF5225807.1","Trypanosoma cruzi","1","Discoba","5693","TORC2 Expected"
"GCA_003719475.1","625","5.689999999999999E-229","0","putative protein kinase A catalytic subuni","337","40","RNF11262.1","88.1","337","XP_809454.1","1","true","337","RNF11262.1","Trypanosoma rangeli","1","Discoba","5698","TORC2 Expected"
"GCA_000300495.1","680","9.08E-251","0","protein kinase A catalytic subunit, putati","337","7","EKF31215.1","97.9","337","XP_809454.1","1","true","337","EKF31215.1","Trypanosoma cruzi","1","Discoba","85056","TORC2 Expected"
"GCA_030267905.1","231","1.9699999999999998E-66","4","hypothetical protein TrVE_jg5227 [Triparma","297","171","GMH81741.1","40.4","1256","RQM22937.1","963","true","420","GMH81741.1","Triparma verrucosa","127","Stramenopiles","1606542","TORC2 Expected"
"GCA_030267945.1","231","1.9699999999999998E-66","4","hypothetical protein TrST_g6079 [Triparma","297","171","GMH95995.1","40.4","1256","RQM22937.1","963","true","420","GMH95995.1","Triparma strigata","127","Stramenopiles","1606541","TORC2 Expected"
"GCA_012489335.1","231","3.3E-66","4","hypothetical protein TL16_g02278 [Triparma","297","170","GMH57056.1","40.7","1256","RQM22937.1","963","true","428","GMH57056.1","Triparma laevis","135","Stramenopiles","1714386","TORC2 Expected"
"GCA_030267805.1","231","3.3E-66","4","hypothetical protein TrLO_g7679 [Triparma","297","170","GMH56049.1","40.7","1256","RQM22937.1","963","true","428","GMH56049.1","Triparma laevis","135","Stramenopiles","1714387","TORC2 Expected"
"GCA_964200425.2","231","5.51E-66","4","unnamed protein product [Chrysoparadoxa","312","179","CAM9540241.1","39.1","1256","RQM22937.1","953","true","436","CAM9540241.1","NA","128","NA",,"NA"
"GCA_021527685.1","1277","0.0","17","hypothetical protein Ae201684P_003715 [A","946","229","KAH9075030.1","72.2","942","VFU00617.1","3","true","919","KAH9075030.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_009835175.1","1277","0.0","17","hypothetical protein Ae201684_001621 [Ap","946","229","KAF0743981.1","72.2","942","VFU00617.1","3","true","919","KAF0743981.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_000520075.1","1146","0.0","13","AGC protein kinase [Aphanomyces astaci]","912","249","ETV81750.1","67.5","896","VFU00617.1","18","true","925","ETV81750.1","Aphanomyces astaci","28","Stramenopiles","112090","TORC2 Expected"
"GCA_000520115.1","1132","0.0","15","AGC protein kinase [Aphanomyces invadans]","964","295","ETV96346.1","64.2","941","VFU00617.1","16","true","965","ETV96346.1","Aphanomyces invadans","14","Stramenopiles","157072","TORC2 Expected"
"GCA_021527805.1","1272","0.0","17","hypothetical protein AeNC1_003880 [Aphan","946","231","KAH9194148.1","72.0","942","VFU00617.1","3","true","919","KAH9194148.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_021527665.1","1272","0.0","17","hypothetical protein AeMF1_000796 [Aphan","946","231","KAH9129141.1","72.0","942","VFU00617.1","3","true","919","KAH9129141.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_021527785.1","1272","0.0","17","hypothetical protein LEN26_020693 [Aphan","946","231","KAH9085061.1","72.0","942","VFU00617.1","3","true","919","KAH9085061.1","Aphanomyces euteiches","2","Stramenopiles","100861","TORC2 Expected"
"GCA_900708865.1","1833","0.0","0","Aste57867_23974 [Aphanomyces stellatus]","942","0","VFU00617.1","100.0","942","VFU00617.1","1","true","942","VFU00617.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_009835185.1","1833","0.0","0","hypothetical protein As57867_023901 [Aph","942","0","KAF0684053.1","100.0","942","VFU00617.1","1","true","942","KAF0684053.1","Aphanomyces stellatus","1","Stramenopiles","120398","No TORC2"
"GCA_002081575.1","990","0.0","17","hypothetical protein THRCLA_05554 [Thraust","933","322","OQS02043.1","58.0","942","VFU00617.1","14","true","958","OQS02043.1","Thraustotheca clavata","92","Stramenopiles","74557","TORC2 Expected"
"GCA_000151545.2","269","3.8699999999999996E-82","4","AGC protein kinase [Saprolegnia parasitica","300","138","KDO31731.1","49.0","398","XP_012895420.1","112","true","818","KDO31731.1","Saprolegnia parasitica","521","Stramenopiles","695850","TORC2 Expected"
"GCA_000151545.2","1016","0.0","16","AGC protein kinase [Saprolegnia parasitica","929","326","KDO31730.1","59.3","942","VFU00617.1","17","true","887","KDO31730.1","Saprolegnia parasitica","8","Stramenopiles","695850","TORC2 Expected"
"GCA_021029035.1","311","9.769999999999999E-92","23","serine/threonine kinase [Aureococcus ano","901","440","KAH8076434.1","30.6","902","OQS02043.1","95","true","818","KAH8076434.1","Aureococcus anophagefferens","10","Stramenopiles","44056","No TORC2"
"GCA_037953725.1","302","3.16E-91","11","protein serine/threonine kinase [Aureoco","534","262","KAK7248862.1","37.5","879","VFU00617.1","405","true","563","KAK7248862.1","Aureococcus anophagefferens","43","Stramenopiles","44056","No TORC2"
"GCA_012489335.1","340","2.3E-100","9","hypothetical protein TL16_g06966 [Triparma","430","197","GMH76082.1","48.1","827","VFU00617.1","402","true","1145","GMH76082.1","Triparma laevis","738","Stramenopiles","1714386","TORC2 Expected"
"GCA_029834535.1","330","3.68E-98","10","hypothetical protein CTAYLR_005065 [Chry","499","234","KAJ8600915.1","40.5","879","VFU00617.1","405","true","930","KAJ8600915.1","Chrysophaeum taylorii","471","Stramenopiles","2483200","No TORC2"
"GCA_030267965.1","374","2.36E-111","7","hypothetical protein TrCOL_g7867 [Triparma","482","242","GMI40586.1","44.8","880","VFU00617.1","402","true","1266","GMI40586.1","Triparma columacea","806","Stramenopiles","722753","TORC2 Expected"
"GCA_030267965.1","374","1.75E-111","7","hypothetical protein TrCOL_g7867 [Triparma","482","242","GMI40584.1","44.8","880","VFU00617.1","402","true","1240","GMI40584.1","Triparma columacea","780","Stramenopiles","722753","TORC2 Expected"
"GCA_030267625.1","369","1.0399999999999998E-110","8","hypothetical protein TrRE_jg1735, partial","482","241","GMH73728.1","45.0","880","VFU00617.1","402","true","975","GMH73728.1","Triparma retinervis","515","Stramenopiles","2557542","TORC2 Expected"
"GCA_030267985.1","342","8.499999999999998E-101","9","hypothetical protein ScalyP_jg4738 [Parmal","485","235","GMI50096.1","43.7","880","VFU00617.1","405","true","1188","GMI50096.1","Parmales sp. scaly parma","733","Stramenopiles","2962637","TORC2 Expected"
"GCA_030267805.1","280","2.61E-84","3","hypothetical protein TrLO_g4343 [Triparma","297","141","GMI14795.1","49.8","401","XP_012895420.1","112","true","1193","GMI14795.1","Triparma laevis","898","Stramenopiles","1714387","TORC2 Expected"
"GCA_030267945.1","280","2.96E-84","3","hypothetical protein TrST_g6851 [Triparma","304","147","GMH90945.1","49.0","408","XP_012895420.1","112","true","1226","GMH90945.1","Triparma strigata","924","Stramenopiles","1606541","TORC2 Expected"
"GCA_030267905.1","280","2.93E-84","3","hypothetical protein TrVE_jg115 [Triparma","304","147","GMI13149.1","49.0","408","XP_012895420.1","112","true","1226","GMI13149.1","Triparma verrucosa","924","Stramenopiles","1606542","TORC2 Expected"
"GCA_030267505.1","265","6.75E-82","4","hypothetical protein TeGR_g4395, partial [","295","138","GMI51971.1","49.8","399","XP_012895420.1","112","true","627","GMI51971.1","Tetraparma gracilis","336","Stramenopiles","2962635","TORC2 Expected"
"GCA_964200205.2","266","4.25E-85","4","unnamed protein product, partial [Ectoca","292","145","CAM9505337.1","47.6","399","XP_012895420.1","112","true","437","CAM9505337.1","NA","150","NA",,"NA"
"GCA_000247585.2","438","1.0499999999999998E-148","5","AGC protein kinase [Phytophthora nicotiana","469","188","ETN23884.1","50.3","461","XP_012894137.1","36","true","500","ETN23884.1","Phytophthora nicotianae","34","NA","761204","NA"
"GCA_009733125.1","712","7.04E-263","0","cAMP-dependent protein kinase catalytic","353","7","KAE9348370.1","98.0","353","XP_009527483.1","1","true","353","KAE9348370.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_001482985.1","851","4.2700000000000003E-305","2","hypothetical protein AM588_10002445 [Phyto","449","27","KUF86732.1","93.3","476","RMX66568.1","28","true","463","KUF86732.1","Phytophthora nicotianae","18","Stramenopiles","4792","TORC2 Expected"
"GCA_021527745.1","909","0.0","5","hypothetical protein AeRB84_004070 [Apha","548","63","KAH9153726.1","84.1","545","VFT99964.1","1","true","527","KAH9153726.1","Aphanomyces euteiches","1","Stramenopiles","100861","TORC2 Expected"
"GCA_000149405.2","633","6.89E-213","8","predicted protein [Thalassiosira pseudonan","690","318","EED96498.1","49.3","1311","KAL3823217.1","627","true","679","EED96498.1","Thalassiosira pseudonana","17","Stramenopiles","296543","No TORC2"
"GCA_030267805.1","355","4.6099999999999995E-110","15","hypothetical protein TrLO_g6992 [Triparma","703","427","GMI09105.1","32.1","816","KAK1738217.1","140","true","717","GMI09105.1","Triparma laevis","39","Stramenopiles","1714387","TORC2 Expected"
"GCA_036939975.2","2599","0.0","0","hypothetical protein ACHAXA_003496 [Cycl","1313","0","KAL3823217.1","100.0","1313","KAL3823217.1","1","true","1313","KAL3823217.1","Cyclostephanos tholiformis","1","NA","382380","NA"
"GCA_030267625.1","538","2.9699999999999994E-185","3","hypothetical protein TrRE_jg955 [Triparma","338","61","GMH46861.1","78.4","714","GMI55309.1","389","true","551","GMH46861.1","Triparma retinervis","214","Stramenopiles","2557542","TORC2 Expected"
"GCA_000520075.1","820","1.1199999999999998E-299","8","AGC protein kinase [Aphanomyces astaci]","545","76","ETV66429.1","78.3","541","VFT99964.1","1","true","507","ETV66429.1","Aphanomyces astaci","1","Stramenopiles","112090","TORC2 Expected"
"GCA_040437565.1","479","5.93E-157","13","hypothetical protein ABG067_002347 [Albu","798","422","KAL0589443.1","36.0","739","OAO17843.1","7","true","881","KAL0589443.1","Albugo candida","108","Stramenopiles","65357","TORC2 Expected"
"GCA_001078535.1","479","5.93E-157","14","unnamed protein product [Albugo candida]","798","418","CCI48195.1","36.5","739","OAO17843.1","7","true","881","CCI48195.1","Albugo candida","108","Stramenopiles","65357","TORC2 Expected"
"GCA_001078535.1","479","2.3699999999999997E-157","14","unnamed protein product [Albugo candida]","798","418","CCI48196.1","36.5","739","OAO17843.1","7","true","847","CCI48196.1","Albugo candida","74","Stramenopiles","65357","TORC2 Expected"
"GCA_001078535.1","479","1.7499999999999998E-157","14","unnamed protein product [Albugo candida]","798","418","CCI48197.1","36.5","739","OAO17843.1","7","true","836","CCI48197.1","Albugo candida","63","Stramenopiles","65357","TORC2 Expected"
"GCA_000520075.1","1461","0.0","6","AGC/AKT protein kinase [Aphanomyces astaci","877","109","ETV86664.1","84.0","862","VFT97790.1","1","true","861","ETV86664.1","Aphanomyces astaci","1","Stramenopiles","112090","TORC2 Expected"
"GCA_046127205.1","658","7.079999999999999E-238","6","hypothetical protein V7S43_009505 [Phyto","474","77","KAL3665470.1","78.9","459","RLN79454.1","1","true","466","KAL3665470.1","Phytophthora oleae","1","NA","2107226","NA"
"GCA_016618375.1","211","1.6800000000000001E-59","6","hypothetical protein DVH05_005487 [Phyto","331","191","KAG1704556.1","36.3","710","OQS04678.1","384","true","408","KAG1704556.1","Phytophthora capsici","94","Stramenopiles","4784","TORC2 Expected"
"GCA_900000015.1","467","4.1399999999999995E-163","5","agc protein kinase [Plasmopara halstedii]","373","118","CEG43316.1","64.3","412","VFT78906.1","51","true","447","CEG43316.1","Plasmopara halstedii","79","Stramenopiles","4781","TORC2 Expected"
"GCA_001712705.2","785","7.7E-288","2","hypothetical protein BBP00_00005786 [Phyto","474","19","RLN60774.1","93.0","460","RLN79454.1","1","true","474","RLN60774.1","Phytophthora kernoviae","1","Stramenopiles","325452","TORC2 Expected"
"GCA_001712645.2","556","3.1399999999999996E-197","2","hypothetical protein BBJ29_001714 [Phytoph","348","65","RLN53177.1","79.9","468","TMW65732.1","123","true","438","RLN53177.1","Phytophthora kernoviae","94","Stramenopiles","325452","TORC2 Expected"
"GCA_964200295.2","396","7.32E-128","7","unnamed protein product [Pylaiella litto","439","174","CAM9298297.1","51.0","448","TFJ80031.1","24","true","435","CAM9298297.1","NA","24","NA",,"NA"
"GCA_964200485.2","405","1.24E-131","6","unnamed protein product [Ectocarpus sp.","391","146","CAM9541527.1","55.8","448","TFJ80031.1","72","true","408","CAM9541527.1","NA","31","NA",,"NA"
"GCA_000310025.1","405","8.579999999999999E-132","5","Ribosomal protein S6 kinase [Ectocarpus si","396","153","CBJ25578.1","55.3","448","TFJ80031.1","64","true","407","CBJ25578.1","Ectocarpus siliculosus","25","Stramenopiles","2880","TORC2 Expected"
"GCA_964200585.2","400","1.0799999999999998E-129","4","unnamed protein product [Ectocarpus fasc","360","129","CAM9555690.1","58.1","448","TFJ80031.1","100","true","409","CAM9555690.1","NA","61","NA",,"NA"
"GCA_964200375.2","401","3.78E-130","4","unnamed protein product [Ectocarpus sp.","360","128","CAN0351754.1","58.3","448","TFJ80031.1","100","true","408","CAN0351754.1","NA","60","NA",,"NA"
"GCA_964200375.2","401","3.78E-130","4","unnamed protein product [Ectocarpus sp.","360","128","CAM9995813.1","58.3","448","TFJ80031.1","100","true","408","CAM9995813.1","NA","60","NA",,"NA"
"GCA_964200085.2","403","9.36E-131","7","unnamed protein product [Ectocarpus sp.","401","144","CAM9565142.1","55.1","448","TFJ80031.1","69","true","408","CAM9565142.1","NA","23","NA",,"NA"
"GCA_964200335.2","402","4.66E-131","4","unnamed protein product [Hapterophycus c","358","127","CAM9158210.1","58.1","448","TFJ80031.1","102","true","357","CAM9158210.1","NA","12","NA",,"NA"
"GCA_017506865.1","447","1.1199999999999998E-151","11","cGMP-dependent protein kinase [Tribonema","556","243","KAG5181365.1","46.8","541","KAJ1454570.1","3","true","565","KAG5181365.1","Tribonema minus","46","Stramenopiles","303371","TORC2 Expected"
"GCA_964200265.2","489","2.5999999999999996E-169","6","unnamed protein product [Ectocarpus sp.","485","182","CAM9331896.1","52.4","584","KAG5181365.1","146","true","482","CAM9331896.1","NA","1","NA",,"NA"
"GCA_964200275.2","405","7.749999999999998E-130","9","unnamed protein product [Ectocarpus sp.","684","355","CAM9294598.1","35.4","786","KAJ8609144.1","121","true","763","CAM9294598.1","NA","149","NA",,"NA"
"GCA_964200585.2","405","1.4799999999999999E-130","9","unnamed protein product [Ectocarpus fasc","684","354","CAM9149268.1","35.5","786","KAJ8609144.1","121","true","715","CAM9149268.1","NA","101","NA",,"NA"
"GCA_964200275.2","407","9.07E-131","9","unnamed protein product [Ectocarpus sp.","684","352","CAM9394089.1","35.8","786","KAJ8609144.1","121","true","759","CAM9394089.1","NA","145","NA",,"NA"
"GCA_009733125.1","1105","0.0","1","RAC family serine/threonine-protein kina","565","12","KAE9341348.1","97.2","565","XP_009528946.1","1","true","561","KAE9341348.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009733105.1","1105","0.0","1","RAC family serine/threonine-protein kina","565","12","KAE9317267.1","97.2","565","XP_009528946.1","1","true","561","KAE9317267.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009733085.1","1105","0.0","1","RAC family serine/threonine-protein kina","565","12","KAE9245182.1","97.2","565","XP_009528946.1","1","true","561","KAE9245182.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009732985.1","1105","0.0","1","RAC family serine/threonine-protein kina","565","12","KAE9208881.1","97.2","565","XP_009528946.1","1","true","561","KAE9208881.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009733025.1","1105","0.0","1","RAC family serine/threonine-protein kina","565","12","KAE9147786.1","97.2","565","XP_009528946.1","1","true","561","KAE9147786.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009733065.1","1105","0.0","1","RAC family serine/threonine-protein kina","565","12","KAE9109783.1","97.2","565","XP_009528946.1","1","true","561","KAE9109783.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009733045.1","1103","0.0","1","RAC family serine/threonine-protein kina","565","13","KAE9251089.1","97.0","565","XP_009528946.1","1","true","561","KAE9251089.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009733005.1","1103","0.0","1","RAC family serine/threonine-protein kina","565","13","KAE9110320.1","97.0","565","XP_009528946.1","1","true","561","KAE9110320.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_009732925.1","1103","0.0","1","RAC family serine/threonine-protein kina","565","13","KAE9008069.1","97.0","565","XP_009528946.1","1","true","561","KAE9008069.1","Phytophthora fragariae","1","Stramenopiles","53985","TORC2 Expected"
"GCA_964200205.2","337","5.8199999999999996E-111","4","unnamed protein product, partial [Ectoca","335","153","CAM9125799.1","51.0","410","KAG9391041.1","83","true","530","CAM9125799.1","NA","200","NA",,"NA"
"GCA_030267985.1","1363","0.0","0","hypothetical protein ScalyP_jg1716 [Parmal","691","0","GMI58516.1","100.0","691","GMI58516.1","1","true","691","GMI58516.1","Parmales sp. scaly parma","1","Stramenopiles","2962637","TORC2 Expected"
"GCA_005966545.1","419","3.5199999999999997E-147","2","hypothetical protein Poli38472_011916 [Pyt","343","136","TMW58328.1","58.9","351","WZN62896.1","14","true","352","TMW58328.1","Pythium oligandrum","10","Stramenopiles","41045","TORC2 Expected"
"GCA_006386115.1","524","5.069999999999999E-182","0","Agc/pka protein kinase, partial [Globisp","326","79","KAF1323546.1","75.8","328","VFT89043.1","3","true","349","KAF1323546.1","Globisporangium splendens","24","Stramenopiles","82926","TORC2 Expected"
